Name,Size,Type,Alignment,Habitat,MainHabitat,OtherHabitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR,INT,DEX,WIS,CON,CHA,STR_Save,INT_Save,DEX_Save,WIS_Save,CON_Save,CHA_Save,Proficient,Expertise,Vulnerabilities,Slashing,ImmunitiesConditions,ImmunitiesDamage,Blindsight,Darkvision,Truesight,Tremorsense,PassivePerception,Languages,CR,XP,PB,Traits,NumberOfLegendaryResistance,NumberOfAtk,Atk1Type,Atk1Mod,Atk1Range,Atk1RangeShort,Atk1Damage,Atk1DamageType,Atk2Type,Atk2Mod,Atk2Range,Atk2RangeShort,Atk2Damage,Atk2DamageType,Atk3Type,Atk3Mod,Atk3Range,Atk3RangeShort,Atk3Damage,Atk3DamageType,Atk4Type,Atk4Mod,Atk4Range,Atk4RangeShort,Atk4Damage,Atk4DamageType,SaveDC,SavingThrow,ActionNotes,Ability,SpellSaveDC,SpellSavingThrows,SpellAttack,AtWill,ThreePerDay,TwoPerDay,OnePerDay,BonusAction,Reaction,Amount,LegendaryActionSaveDC,LegendaryActionSavingThrow,LegendaryActions,Lair,xp,LegendaryResistance,LegendaryActions,LairSaveDC,LairSavingThrows,Other
Marilith,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Armaments,16,220,10,40,,40,,,,4,4,5,3,5,5,9,4,5,8,10,10,Perception,,,"Cold, Fire, Lightning",Poisoned,Poison,,,120,,18,"Abyssal, Telepathy",16,"15,000",5,"Demonic Restoration, Magic Resistance, Reactive",,7,Melee,10,5,,17,"Slashing, Necrotic",,,,,,,,,,,,,,,,,,,17,Strength,Constrict within 5ft on fail 15 bludgeoning and are grappled and restrained,,,,,,,,,Teleport recharges on 5-6 teleport 120ft,When hit with an attack +5 to AC,,,,,,,,,,,
Mastiff,Medium,Beast,Unaligned,"Forest, Hill, Urban","Forest, Hill, Urban",,None,12,5,2,40,,,,,,1,-4,2,1,1,-2,1,-4,2,3,1,-2,Survival,Perception,,,,,,60,,,15,None,1/8,25,2,,,1,Melee,3,5,,4,Piercing,,,,,,,,,,,,,,,,,,,,,Target becomes prone,,,,,,,,,,,,,,,,,,,,,
Medusa,Medium,Monstrosity,Lawful Evil,Desert,Desert,,Any,15,127,6,30,,,,,,0,1,3,1,3,2,0,1,3,4,3,2,"Deception, Perception, Stealth",,,,,,,150,14,,14,Common plus one other language,6,"2,300",3,,,3,Melee,6,5,,10,Slashing,Melee,5,5,,19,"Piercing, Poison",Ranged,5,150,150,11,Poison,,,,,,,13,Constitution,,,,,,,,,,Petrifying Gaze recharges 5-6 30ft cone on fail restrained on second fail petrified,,,,,,,,,,,,
Merfolk Skirmisher,Medium,Elemental,Neutral,"Coastal, Underwater","Coastal, Underwater",,Individual,11,11,1,10,,,,,40,0,0,1,2,1,1,0,0,1,2,1,1,,,,,,,,,,,12,"Common, Primordial (Aquan)",1/8,25,2,Amphibious,,1,Melee,2,5,,5,"Piercing, Cold",Ranged,2,20/60,20,5,"Piercing, Cold",,,,,,,,,,,,,,,Atk 1 or Atk 2 on hit speed decreases by 10ft,,,,,,,,,,,,,,,,,,,,,
Merfolk Wavebender,Medium,Elemental,Neutral,"Coastal, Underwater","Coastal, Underwater",,Individual,14,97,4,10,,,,,40,0,1,4,4,2,2,0,1,7,7,5,5,Perception,,,Cold,,,,,,,17,Primordial (Aquan),6,"2,300",3,Amphibious,,2,Melee,7,5,,20,Cold,Ranged,7,60,60,20,Cold,,,,,,,,,,,,,15,Strength,Atk 1 or Atk 2 on hit prone,Wisdom,15,,7,"Elementalism, Light",,,"Control Water, Create or Destroy Water",,Watery Rebuke comes within 5ft on fail 14 cold damage and pushed 30ft,,,,,,,,,,,
Merrow,Large,Monstrosity,Chaotic Evil,"Coastal, Underwater","Coastal, Underwater",,Any,13,45,2,10,,,,,40,4,-1,2,0,2,-1,4,-1,2,0,2,-1,,,,,,,,60,,,10,"Abyssal, Primordial (Aquan)",2,450,2,Amphibious,,2,Melee,6,5,,6,Piercing,Melee,6,5,,9,Slashing,Melee,6,5,,11,Piercing,Ranged,6,5,5,11,Piercing,,,,,,,,,,,,,,,,,,,,,,,,
Mezzoloth,Medium,Fiend (Yugoloth),Neutral Evil,Planar (Gehenna),Planar,Gehenna,Armaments,18,75,3,40,,,,,,4,-2,0,2,3,0,4,-2,0,2,3,0,Perception,,,"Cold, Fire, Lightning",Poisoned,"Acid, Poison",60,60,,,15,"Abyssal, Infernal, Telepathy",5,"1,800",5,"Fiendish Restoration, Magic Resistance",,2,Melee,7,5,,9,Slashing,Melee,7,5,,18,"Piercing, Force",Ranged,7,20/60,20,18,"Piercing, Force",,,,,,,,,Akt 1 on hit the target is grappled and restrained,Wisdom,13,Constitution,7,,,,"Cloudkill, Darkness, Dispel Magic",Teleport recharges on 5-6 teleport 60ft,,,,,,,,,,,,
Mimic,Medium,Monstrosity,Neutral,"Underdark, Urban","Underdark, Urban",,Any,12,58,3,20,,,,,,3,-3,1,1,2,-1,3,-3,1,1,2,-1,,Stealth,,,Prone,Acid,,60,,,11,None,2,450,2,Adhesive,,1,Melee,5,5,,11,"Piercing, Acid",Melee,5,5,,11,"Bludgeoning, Acid",,,,,,,,,,,,,,,"Atk 1 if target grappled advantage and 16 piercing and acid damage, Atk 2 on hit grappled",,,,,,,,,Shape-Shift,,,,,,,,,,,,
Mind Flayer,Medium,Aberration,Lawful Evil,Underdark,Underdark,,Arcana,15,99,4,30,,,15,15,,0,4,1,3,1,3,0,7,4,6,1,6,"Arcana, Insight, Perception, Stealth",,,Psychic,,,,120,,,16,"Deep Speech, Undercommon, Telepathy",7,"2,900",3,Magic Resistance,,1,Melee,7,5,,22,Psychic,,,,,,,,,,,,,,,,,,,15,"Constitution, Intelligence","Akt 1 grapples on a hit and gives the stunned condition, Extract Brian A Grappled target caused 55 piercing damage and kills the target at 0 hp, Mind Blast recharge on 5-6 60ft coone 31 psychic damage and the target is stunned",Intelligence,15,Wisdom,7,Detect Thoughts,,,"Dominate Monster, Plane Shift (self)",,,,,,,,,,,,,
Mind Flayer Arcanist,Medium,Aberration,Lawful Evil,Underdark,Underdark,,Arcana,16,143,6,30,,,30,30,,0,5,2,3,1,3,0,9,6,7,1,7,"Insight, Perception, Stealth",Arcana,,,"Charmed, Frightened",Psychic,,120,,,17,"Deep Speech, Undercommon, Telepathy",11,"7,200",4,Magic Resistance,,3,Melee,9,5,,27,Psychic,Ranged,9,5,5,120,Psychic,,,,,,,,,,,,,17,Intelligence,"Akt 1 on a hit target can teleport 30ft and if reduced to 0 the target dies, Mind Burst recharge 5-6 40ft emanation 41 psychic and the target is stunned",Intelligence,17,"Dexterity, Wisdom",9,"Detect Magic, Detect Thoughts, Disguise Self, Mage Hand",,Shield,"Clairvoyance, Dimension Door, Fireball (level 5), Lightning Bolt (level 5), Plane Shift (self), Sending",,Cast Shield,,,,,,,,,,,
Minotaur of Baphomet,Large,Monstrosity,Chaotic Evil,Underdark,Underdark,,Armaments,14,85,0,40,,,,,,4,-2,0,3,3,-1,4,-2,0,3,3,-1,,"Perception, Survival",,,,,,60,,,17,Abyssal,3,700,2,,,1,Melee,6,10,,20,Slashing,Melee,6,5,,18,Piercing,,,,,,,,,,,,,,,Atk 2 recharges on 5-6 if moved 10+ before attack on hit +10 piercing and prone,,,,,,,,,,,,,,,,,,,,,
Minotaur Skeleton,Large,Undead,Lawful Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,None,12,45,0,40,,,,,,4,-2,0,-1,2,-3,4,-2,0,-1,2,-3,,,Bludgeoning,,"Exhaustion, Poisoned",Poison,,60,,,9,Understands Abyssal,2,450,2,,,1,Melee,6,5,,11,Piercing,Melee,6,5,,15,Bludgeoning,,,,,,,,,,,,,,,Akt 1 charge if move at least 20ft 9 extra damage and prone,,,,,,,,,,,,,,,,,,,,,
Modron Duodrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,15,11,1,30,,,,,,0,-2,1,0,1,-2,0,-2,1,0,1,-2,,,,,Charmed,,,,120,,10,Modron,1/4,50,2,Disintegration,,2,Melee,3,5,,4,Force,Ranged,3,30,30,4,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modron Monodrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,15,5,2,30,,,20,,,0,-3,2,0,1,-3,0,-3,2,0,1,-3,,,,,Charmed,,,,120,,10,Modron,1/8,25,2,Disintegration,,1,Melee,4,5,,6,Force,Ranged,4,120,120,6,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modron Pentadrone,Large,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,16,32,2,40,,,,,,2,0,2,0,1,1,2,0,2,0,1,1,,Perception,,,Charmed,,,,120,,14,Modron,2,450,2,Disintegration,,5,Melee,4,5,,5,Force,Ranged,4,120,120,5,Lightning,,,,,,,,,,,,,11,Constitution,Paralysis recharges 5-6 30ft cone on fail paralyzed,,,,,,,,,,,,,,,,,,,,,
Modron Quadrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,16,22,2,30,,,30,,,1,0,2,0,1,0,1,0,2,0,1,0,Perception,,,,Charmed,,,,120,,12,Modron,1,200,2,Disintegration,,4,Melee,4,5,,4,Force,Ranged,4,320,320,4,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modron Tridrone,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,15,16,1,30,,,,,,1,-1,1,0,1,-1,1,-1,1,0,1,-1,,,,,Charmed,,,,120,,10,Modron,1/2,100,2,Disintegration,,3,Melee,3,5,,4,Force,Ranged,3,120,120,4,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mud Mephit,Small,Elemental,Neutral Evil,"Swamp, Planar (Elemental Planes)","Swamp, Planar",Elemental Planes,None,11,13,1,20,,,20,,20,-1,-1,1,0,1,-2,-1,-1,1,0,1,-2,Stealth,,,,"Exhaustion, Poisoned",Poison,,60,,,10,"Primordial (Aquan, Terran)",1/4,50,2,Death Burst,,1,Melee,3,5,,4,Bludgeoning,,,,,,,,,,,,,,,,,,,11,Dexterity,Mud Breath recharges on 6 within 15ft on fail restrained,,,,,,,,,,,,,,,,,,,,,
Mule,Medium,Beast,Unaligned,"Desert, Hill, Urban","Desert, Hill, Urban",,None,10,11,0,40,,,,,,2,-4,0,0,1,-3,4,-4,0,0,1,-3,,,,,,,,,,,10,None,1/8,25,2,Beast of Burden,,1,Melee,4,5,,4,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummy,Medium or Small,Undead,Lawful Evil,"Desert, Swamp","Desert, Swamp",,Relics,11,58,-1,20,,,,,,3,-2,-1,1,3,1,3,-2,-1,3,3,1,,,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,60,,,11,Common plus two other languages,3,700,2,,,3,Melee,5,5,,18,"Bludgeoning, Necrotic",,,,,,,,,,,,,,,,,,,11,Wisdom,"Akt 1 on hit cursed can't regain HP even on long rest and HP max reduce by 10 and if reduced to 0 HP it turns to dust, Dreadful Glare within 60ft on fail frightened",,,,,,,,,,,,,,,,,,,,,
Mummy Lord,Medium or Small,Undead (Cleric),Lawful Evil,"Desert, Swamp","Desert, Swamp",,Relics,17,187,10,30,,,,,,4,0,0,4,3,3,4,5,0,9,3,3,"History, Perception, Religion",,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,,60,,19,Common plus three other languages,15,"13,000",5,"Magic Resistance, Undead Restoration",3,2,Melee,9,5,,25,"Bludgeoning, Necrotic",Ranged,9,60,60,25,Necrotic,,,,,,,,,,,,,17,Wisdom,"Akt 1 on hit cursed can't regain HP even on long rest and HP max reduce by 10 and if reduced to 0 HP it turns to dust, Dreadful Glare within 60ft on fail paralyzed",Wisdom,17,"Constitution, Wisdom",9,"Dispel Magic, Command (level 2), Thaumaturgy",,,"Animate Dead, Harm, Insect Plague (level 7)",,Whirlwind of Sand when hit +2 to AC teleports 60ft within 5ft Blinded,3,,,"Dream Command cast command, Glare uses dreadful glare, Make another attack",Yes,"15,000",4,4,15,Constitution,When casting divination on fail the spell does not work
Myconid Adult,Medium,Plant,Lawful Neutral,Underdark,Underdark,,Any,12,16,0,20,,,,,,0,0,0,1,1,-2,0,0,0,1,1,-2,,,,,,,,120,,,11,Telepathy,1/2,100,2,Sun Sickness,,1,Melee,2,5,,7,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,11,Constitution,"Pacifyin Spores 1/day within 10ft on fail stunned, Rapport Spores gives telepathy to creatures within 30ft",,,,,,,,,,,,,,,,,,,,,
Myconid Sovereign,Large,Plant,Lawful Neutral,Underdark,Underdark,,Any,13,45,0,30,,,,,,1,1,0,2,2,0,1,1,0,2,2,0,,,,,,,,120,,,12,Telepathy,2,450,2,Sun Sickness,,2,Melee,3,5,,11,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,12,Constitution,"Animating Spores 3/day turns corpses into Myconid Spore Servant, Pacifyin Spores within 10ft on fail stunned, Rapport Spores gives telepathy to creatures within 30ft",,,,,,,,,,,,,,,,,,,,,
Myconid Spore Servant,Medium or Small,Plant,Unaligned,Underdark,Underdark,,Any,13,37,1,20,,,,,,3,-4,1,-2,3,-5,3,-4,1,-2,3,-5,,,,,"Blinded, Charmed, Frightened, Paralyzed, Poisoned",Poison,30,,,,8,Telepathy,1,200,2,,,1,Melee,5,5,,8,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myconid Sprout,Small,Plant,Lawful Neutral,Underdark,Underdark,,Any,10,3,0,10,,,,,,-1,-1,0,0,0,-3,-1,-1,0,0,0,-3,,,,,,,,120,,,10,Telepathy,0,10,2,Sun Sickness,,1,Melee,1,5,,3,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,,,Rapport Spores gives telepathy to creatures within 30ft,,,,,,,,,,,,,,,,,,,,,
Nalfeshnee,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Relics,18,184,5,20,,,30,,,5,4,0,1,6,2,5,9,0,6,11,7,,,,"Cold, Fire, Lightning","Frightened, Poisoned",Poison,,,120,,11,"Abyssal, Telepathy",13,"10,000",5,"Demonic Restoration, Magic Resistance",,3,Melee,10,10,,27,"Slashing, Force",,,,,,,,,,,,,,,,,,,15,Wisdom,Teleport 120ft,,,,,,,,,Horror Nimbus recharges on 5-6 within 15ft 28 psychic damage and the target is frightened,Teleport within 10ft of a target,,,,,,,,,,,
Needle Blight,Medium,Plant,Neutral,Forest,Forest,,None,12,16,1,30,,,,,,1,-3,1,-1,1,-4,1,-3,1,-1,1,-4,,,,,Deafened,,60,,,,9,Understands Common,1/4,50,2,,,1,Melee,3,5,,6,Slashing,Ranged,3,30/60,30,6,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Hag,Medium,Fey (Hag),Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,Arcana,17,112,5,30,,,,,,4,3,2,2,3,3,4,3,2,2,3,3,"Deception, Insight, Perception, Stealth",,,"Cold, Fire",Charmed,,,120,,,15,"Abyssal, Common, Infernal, Primordial",5,"1,800",3,"Coven Magic, Magic Resistance, Soul Bag",,2,Melee,7,5,,13,Slashing,,,,,,,,,,,,,,,,,,,,,Nightmare Haunting cast dream,Intelligence,14,Wisdom,6,"Detect Magic, Etherealness, Magic Missile (Level 4)",,"Phantasmal Killer, Plane Shift (self)",,Shape-Shift,,,,,,,,,,,,
Nightmare,Large,Fiend,Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,None,13,68,2,60,,,90,90,,4,0,2,1,3,2,4,0,2,1,3,2,,,,,,Fire,,,,,11,"Understands Abyssal, Common, and Infernal",3,700,2,"Confer Fire Resistance, Illumination",,1,Melee,6,5,,23,"Bludgeoning, Fire",,,,,,,,,,,,,,,,,,,,,Ethereal Stride teleport itself and 3 others to the ethereal plane,,,,,,,,,,,,,,,,,,,,,
Noble,Medium or Small,Humanoid,Neutral,Any,Any,,Individual,15,9,1,30,,,,,,0,1,1,2,0,3,0,1,1,2,0,3,"Deception, Insight, Persuasion",,,,,,,,,,12,Common plus two other languages,1/8,25,2,,,1,Melee,3,5,,5,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parry hit by  melee +2 to AC,,,,,,,,,,,
Noble Prodigy,Medium or Small,Humanoid,Neutral,Any,Any,,Individual,16,148,7,30,,,,,,-1,2,3,2,1,4,-1,2,7,6,5,8,"Perception, Persuasion",,,,,,,,,,16,Common plus two other languages,10,"5,900",4,,,3,Melee,8,5,,18,Psychic,Ranged,8,60,60,18,Psychic,,,,,,,,,,,,,,,Atk 1 and Atk 2 on hit charmed,Charisma,16,Wisdom,8,"Mage Armor, Mage Hand, Minor Illusion",,Shield,"Befuddlement, Detect Thoughts, Fly, Scrying, Shatter (level 7)",,Shield cast shield,,,,,,,,,,,
Nothic,Medium,Aberration,Neutral Evil,Underdark,Underdark,,Arcana,15,45,3,30,,,,,,2,1,3,0,3,-1,2,1,3,0,3,-1,"Arcana, Stealth","Insight, Perception",,,,,,,120,,14,Undercommon,2,450,2,,,2,Melee,5,5,,8,Slashing,,,,,,,,,,,,,,,,,,,13,"Constitution, Wisdom",Rotting Gaze 17 necrotic damage,,,,,,,,,DC 14 learns a fact about the target,,,,,,,,,,,,
Nycaloth,Large,Fiend (Yugoloth),Neutral Evil,Planar (Gehenna),Planar,Gehenna,Armaments,18,152,4,40,,,60,,,5,1,0,0,4,2,5,1,0,0,4,2,"Perception, Stealth",,,"Cold, Fire, Lightning",Poisoned,"Acid, Poison",60,,,,14,"Abyssal, Common, Infernal, Telepathy",9,"5,000",4,"Fiendish Restoration, Magic Resistance",,2,Melee,9,10,,28,"Slashing, Force",Ranged,9,30/90,30,28,"Slashing, Force",,,,,,,,,,,,,,,,,,,,,,,,Shadowy Teleport goes invisible and teleports 30ft,,,,,,,,,,,,
Ochre Jelly,Large,Ooze,Unaligned,Underdark,Underdark,,None,8,52,-2,20,,20,,,,2,-4,-2,-2,2,-5,2,-4,-2,-2,2,-5,,,,Acid,"Charmed, Deafened, Exhaustion, Frightened, Grappled","Lightning, Slashing",60,,,,8,None,2,450,2,"Amorphous, Spider Climb",,1,Melee,4,5,,12,Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Split it becomes bloddied or hit by lightning or slashing the pudding splits,,,,,,,,,,,
Octopus,Small,Beast,Unaligned,Underwater,Underwater,,None,12,3,2,5,,,,,30,-3,-4,2,0,0,-3,-3,-4,2,0,0,-3,Perception,Stealth,,,,,,30,,,12,None,0,10,2,"Compression, Water Breathing",,1,Melee,4,5,,1,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creates Heavy obscurment and gets full move speed,,,,,,,,,,,
Ogre,Large,Giant,Chaotic Evil,"Arctic, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark","Arctic, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark",,Armaments,11,68,-1,40,,,,,,4,-3,-1,-2,3,-2,4,-3,-1,-2,3,-2,,,,,,,,60,,,8,"Common, Giant",2,450,2,,,1,Melee,6,5,,13,Bludgeoning,Melee,6,5,,11,Piercing,Ranged,6,30/120,30,11,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogre Zombie,Large,Undead (Zombie),Neutral Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,None,8,85,-2,30,,,,,,4,-4,-2,-2,4,-3,4,-4,-2,0,4,-3,,,,,"Exhaustion, Poisoned",Poison,,60,,,8,Understands Common and Giant,2,450,2,Undead Fortitude,,1,Melee,6,5,,13,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogrillon Ogre,Large,Giant,Chaotic Evil,"Arctic, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark","Arctic, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark",,Armaments,12,52,0,30,,,,,,3,-2,0,-1,2,0,3,-2,0,-1,2,0,,,,,,,,60,,,9,"Common, Giant",1,200,2,,,1,Melee,5,5,,7,Slashing,Melee,5,5,,6,Piercing,Ranged,5,30/120,30,6,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oni,Large,Fiend,Lawful Evil,"Forest, Urban","Forest, Urban",,Armaments,17,119,0,30,,,30,30,,4,2,0,1,3,2,4,2,3,4,6,2,"Arcana, Perception",Deception,,Cold,,,,60,,,14,"Common, Giant",7,"2,900",3,Regeneration,,2,Melee,7,10,,19,"Slashing, Necrotic",Ranged,5,60,60,9,Psychic,,,,,,,,,,,,,,,"Akt 2 on hit target is frightened, Shape-shift",Charisma,13,Wisdom,5,,,,"Charm Person (level 2), Darkness, Gaseous Form, Sleep",Invisibility,,,,,,,,,,,,
Otyugh,Large,Aberration,Neutral,Underdark,Underdark,,Any,14,104,0,30,,,,,,3,-2,0,1,4,-2,3,-2,0,1,7,-2,,,,,,,,120,,,11,"Otyugh, Telepathy",5,"1,800",3,,,3,Melee,6,5,,12,Piercing,Melee,6,10,,12,Piercing,,,,,,,,,,,,,14,Constitution,"Akt 1 Poisoned, Akt 2 Grappled, Tentacle Slam If target is grappled and failed 16 bludgeoning and stunned",,,,,,,,,,,,,,,,,,,,,
Owl,Tiny,Beast,Unaligned,"Arctic, Forest, Hill","Arctic, Forest, Hill",,None,11,1,1,5,,,60,,,-4,-4,1,1,-1,2,-4,-4,1,1,-1,2,,"Perception, Stealth",,,,,,120,,,15,None,0,10,2,Flyby,,1,Melee,3,5,,1,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owlbear,Large,Monstrosity,Unaligned,Forest,Forest,,None,13,59,1,40,,40,,,,5,-4,1,1,3,-2,5,-4,1,1,3,-2,,Perception,,,,,,60,,,15,None,3,700,2,,,2,Melee,7,5,,14,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panther,Medium,Beast,Unaligned,"Forest, Grassland, Hill","Forest, Grassland, Hill",,None,12,13,2,50,,40,,,,2,-4,2,2,0,-2,2,-4,2,2,0,-2,Perception,Stealth,,,,,,60,,,14,None,1/4,50,2,,,2,Melee,4,5,,4,Slashing,,,,,,,,,,,,,,,,,,,,,Move half up its speed and can then hide,,,,,,,,,,,,,,,,,,,,,
Pegasus,Large,Celestial,Chaotic Good,"Forest, Grassland, Hill,  Planar (Upper Planes)","Forest, Grassland, Hill,  Planar",Upper Planes,None,12,59,2,60,,,90,,,4,0,2,2,3,1,4,0,4,4,5,3,,Perception,,,,,,,,,16,"Understands Celestial, Common, Elvish, and Sylvan",2,450,2,,,1,Melee,6,5,,12,"Bludgeoning, Radiant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performer,Medium or Small,Humanoid,Neutral,Any,Any,,"Implements, Individual",13,27,3,30,,,,,,1,1,3,2,1,3,1,1,5,2,1,5,Athletics,"Acrobatics, Performance",,,,,,,,,12,Common plus one other language,1/2,100,2,,,1,Melee,5,5,,6,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncanny Dodge,,,,,,,,,,,
Performer Legend,Medium or Small,Humanoid,Neutral,Any,Any,,"Implements, Individual",20,162,9,30,,,,,,1,2,5,3,2,5,1,6,9,7,2,9,"Athletics, Perception, Stealth","Acrobatics, Performance",,,,,,,,,17,Common plus two other languages,10,"5,900",4,,,3,Melee,9,5,,20,"Bludgeoning, Psychic",,,,,,,,,,,,,,,,,,,17,Wisdom,Majestic Song 20ft sphere on fail 22 psychic and either charmed or frightened,Charisma,17,,9,,,,,,,,,,,,,,,,,
Performer Maestro,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Implements, Individual",18,110,7,30,,,,,,1,1,4,2,2,4,1,1,7,2,2,7,"Athletics, Perception, Stealth","Acrobatics, Performance",,,,,,,,,15,Common plus one other language,6,"2,300",3,,,3,Melee,7,5,,15,"Piercing, Psychic",,,,,,,,,,,,,,,,,,,15,Wisdom,Beguiling Song 20ft sphere on fail 20 psychic damage,Charisma,15,,7,"Minor Illusion, Prestidigitation",,,Tasha's Hideous Laughter (level 3),,,,,,,,,,,,,
Peryton,Medium,Monstrosity,Chaotic Evil,"Hill, Mountain","Hill, Mountain",,Armaments,13,33,3,20,,,60,,,3,-1,1,1,1,0,3,-1,1,1,1,0,Stealth,Perception,,,,,,,,,15,Understands Common and Elvish,2,450,2,Flyby,,2,Melee,5,5,,7,Piercing,Melee,5,5,,8,Piercing,,,,,,,,,,,,,,,"Atk 1 if moved 30+ before attack on hit +9 piercing, Atk 2 if reduce target to 0 hp target is dead",,,,,,,,,,,,,,,,,,,,,
Phase Spider,Large,Monstrosity,Unaligned,"Desert, Forest, Grassland, Hill, Planar (Ethereal), Underdark, Urban","Desert, Forest, Grassland, Hill, Planar, Underdark, Urban",Ethereal,Any,14,45,3,30,,30,,,,2,-2,3,0,1,-2,2,-2,3,0,1,-2,,Stealth,,,,,,60,,,10,None,3,700,2,"Ethereal Sight, SPider Climb, Web Walker",,2,Melee,5,5,,17,"Piercing, Poison",,,,,,,,,,,,,,,,,,,,,Atk 1 if target reduces target to 0 the target is stable poisoned and paralyzed,,,,,,,,,Ethereal Jaunt teleports between material and ethereal plane,,,,,,,,,,,,
Piercer,Medium,Aberration,Unaligned,Underdark,Underdark,,Individual,15,22,3,5,,15,,,,1,-5,1,-2,3,-4,1,-5,1,-2,3,-4,,Stealth,,,,,30,60,,,8,None,1/2,100,2,Spider Climb,,1,Melee,3,5,,5,Piercing,,,,,,,,,,,,,,,,,,,11,Dexterity,Drop 10 piercing,,,,,,,,,,,,,,,,,,,,,
Piranha,Tiny,Beast,Unaligned,Underwater,Underwater,,None,13,1,3,5,,,,,40,-4,-5,3,-2,-1,-4,-4,-5,3,-2,-1,-4,,,,,,,,60,,,8,None,0,10,2,Water Breathing,,1,Melee,5,5,,1,Piercing,,,,,,,,,,,,,,,,,,,,,Akt. has adv. if the target is already hurt,,,,,,,,,,,,,,,,,,,,,
Pirate,Medium or Smaller,Humanoid,Neutral,Any,Any,,"Individual, Implements",14,33,4,20,,,,,,0,-1,3,1,1,2,0,-1,5,1,1,4,,,,,,,,,,,11,Common plus one other language,1,200,2,,,2,Melee,5,5,,5,Piercing,Ranged,5,20/60,20,5,Piercing,,,,,,,,,,,,,12,Wisdom,Enthralling Panache within 30ft on fail charmed,,,,,,,,,,,,,,,,,,,,,
Pirate Admiral,Medium or Small,Humanoid,Neutral,Any,Any,,"Individual, Implements",20,182,10,30,,,,,,2,1,6,2,2,4,6,1,10,6,2,8,"Acrobatics, Perception",Athletics,,,,,,,,,16,Common plus one other language,12,"8,400",4,,,3,Melee,10,5,,23,"Slashing, Poison",Ranged,10,30/90,30,28,Piercing,,,,,,,,,,,,,,,"Atk 1 on hit either: Awestruck charmed, Poison poisoned",,,,,,,,,Rally 1/day he chooses 3 targets to give advantage,Defensive Stance when hit by melee +4 to AC if missed attack,,,,,,,,,,,
